claim_id,policy_age_days,claim_amount,previous_claims,incident_severity,police_report,witness_present,policy_holder_age,policy_tenure_years,vehicle_age,fraud
CLM_002607,117,7134.32,2,Minor,0,1,41,0.9,5.0,0
CLM_002608,58,5038.45461771569,2,Total Loss,0,0,61,1.7,1.0,1
CLM_002609,23,16903.07,0,Minor,0,1,23,1.7,21.1,0
CLM_002610,667,5410.49,0,Minor,1,1,54,0.1,8.0,0
CLM_002611,1,971.48,0,Severe,0,0,50,1.8,7.8,0
CLM_002612,103,1957.15,0,Moderate,0,0,10,2.0,0.8,0
CLM_002613,492,363.47,0,Minor,1,1,58,3.3,0.1,0
CLM_002614,138,2534.6,0,Minor,0,1,59,2.2,4.4,0
CLM_002615,39,15806.1,0,Moderate,0,0,38,5.9,0.8,0
CLM_002616,163,8332.64,1,Total Loss,1,1,52,1.4,7.6,0
CLM_002617,115,24416.49,0,Moderate,1,0,49,1.6,2.7,0
CLM_002618,675,1892.53,1,Moderate,0,0,78,2.5,2.1,0
CLM_002619,137,22452.33,0,Minor,0,1,52,0.7,0.4,0
CLM_002620,567,2230.64,1,Minor,1,0,46,1.5,27.7,0
CLM_002621,16,72566.54982074285,3,Minor,1,0,61,3.5,15.6,1
CLM_002622,26,7476.870182355421,0,Minor,0,1,69,1.6,0.7,1
CLM_002623,878,8611.44,0,Moderate,1,1,76,7.1,2.0,0
CLM_002624,172,27246.18,0,Minor,0,1,36,2.9,2.5,0
CLM_002625,1214,2230.23,1,Minor,0,1,51,0.5,1.8,0
CLM_002626,34,4136.41,2,Severe,0,1,35,2.0,13.6,0
CLM_002627,423,20605.13,1,Severe,0,0,79,4.3,6.4,0
CLM_002628,248,2441.81,1,Total Loss,0,0,45,3.1,15.6,0
CLM_002629,1,1187.105213392974,1,Moderate,0,0,59,6.5,10.4,1
CLM_002630,75,135709.3617738409,2,Minor,0,0,42,4.2,7.0,1
CLM_002631,444,1473.44,1,Severe,0,1,52,0.2,6.0,0
CLM_002632,1,3782.48,0,Minor,1,0,17,0.4,10.1,0
CLM_002633,4,35808.079326176034,2,Moderate,0,0,60,3.1,5.8,1
CLM_002634,455,1196.62,0,Severe,0,1,64,0.8,1.0,0
CLM_002635,400,657.34,0,Severe,0,0,36,2.7,5.2,0
CLM_002636,1234,4361.65,1,Total Loss,0,0,17,4.7,3.6,0
CLM_002637,522,202.43,1,Severe,1,0,67,2.6,20.1,0
CLM_002638,1099,1935.54,0,Moderate,0,1,65,1.6,3.6,0
CLM_002639,442,4305.11,0,Minor,0,0,56,3.1,0.2,0
CLM_002640,129,1988.37,1,Total Loss,0,0,42,0.5,1.5,0
CLM_002641,40,294.37,4,Minor,1,0,40,3.9,12.5,0
CLM_002642,555,32573.91,0,Total Loss,1,0,65,3.6,16.4,0
CLM_002643,7,6763.042567278476,2,Minor,0,0,40,2.2,6.5,1
CLM_002644,18,25507.51,3,Minor,1,1,47,1.0,0.3,0
CLM_002645,162,2018.17,1,Severe,0,0,44,4.8,0.1,0
CLM_002646,1146,796.3,1,Minor,0,0,49,2.1,3.3,0
CLM_002647,253,4463.87,2,Severe,1,1,43,0.2,40.1,0
CLM_002648,206,2156.67,1,Minor,0,1,45,7.5,10.2,0
CLM_002649,223,509.46,1,Severe,0,0,71,4.4,13.5,0
CLM_002650,85,27029.29,0,Moderate,0,0,52,2.6,4.9,0
CLM_002651,167,1172.15,0,Moderate,0,1,50,1.7,9.8,0
CLM_002652,168,188.59,1,Minor,0,0,57,9.6,1.9,0
CLM_002653,19,21856.4,0,Minor,0,0,28,4.5,0.1,0
CLM_002654,5,2639.853754341454,4,Severe,0,0,60,2.3,12.5,1
CLM_002655,196,1197.83,2,Minor,0,0,49,3.2,1.2,0
CLM_002656,630,211.01,0,Minor,0,1,35,1.0,6.5,0
CLM_002657,20,100618.86640802473,4,Moderate,0,0,43,0.7,5.4,1
CLM_002658,86,430.86,1,Moderate,1,0,52,1.0,0.9,0
CLM_002659,390,3254.11,0,Minor,0,1,46,1.0,1.1,0
CLM_002660,233,11718.58,1,Minor,1,0,61,4.0,2.0,0
CLM_002661,774,5611.51,1,Minor,1,0,33,0.5,7.1,0
CLM_002662,88,2725.8,0,Severe,0,0,28,4.5,0.2,0
CLM_002663,413,232.18,1,Minor,0,1,33,2.2,2.6,0
CLM_002664,341,884.85,0,Total Loss,0,0,38,1.5,5.5,0
CLM_002665,127,3950.91,1,Minor,0,1,47,1.1,0.9,0
CLM_002666,53,915.29,1,Minor,0,0,40,2.2,0.6,0
CLM_002667,384,4044.2,0,Moderate,0,1,27,1.1,2.5,0
CLM_002668,489,8288.42,1,Minor,0,1,24,1.7,1.7,0
CLM_002669,138,12629.04,1,Moderate,1,1,25,4.0,5.2,0
CLM_002670,377,473.77,1,Severe,1,0,40,3.0,17.5,0
CLM_002671,183,80416.05,0,Minor,0,0,32,4.1,0.0,0
CLM_002672,455,9425.92,0,Severe,0,0,39,3.7,11.6,0
CLM_002673,81,2973.3,0,Minor,0,0,64,5.1,2.8,0
CLM_002674,806,15280.07,1,Minor,0,0,27,0.7,5.5,0
CLM_002675,123,103581.26,0,Minor,1,0,49,16.0,9.5,0
CLM_002676,167,344.44,0,Total Loss,1,1,27,1.9,4.3,0
CLM_002677,21,2126.23,1,Minor,0,1,24,3.8,0.5,0
CLM_002678,43,84.13,0,Severe,0,0,50,3.4,0.8,0
CLM_002679,264,3979.76,0,Moderate,0,0,55,2.5,7.8,0
CLM_002680,113,5156.9,0,Minor,1,1,56,16.4,1.3,0
CLM_002681,658,2810.89,1,Moderate,0,0,61,0.7,4.2,0
CLM_002682,5,1116.77,0,Severe,0,0,42,1.6,2.8,0
CLM_002683,173,137.79,1,Severe,1,0,49,0.4,1.8,0
CLM_002684,150,5220.25,0,Moderate,1,0,39,0.6,7.7,0
CLM_002685,7,26453.71,1,Severe,1,1,64,3.7,6.6,0
CLM_002686,48,1228.41,1,Minor,0,1,31,0.0,5.2,0
CLM_002687,194,5768.05,0,Total Loss,0,0,52,6.6,2.3,0
CLM_002688,247,283.66,1,Severe,0,0,29,3.0,1.3,0
CLM_002689,189,5918.39,0,Severe,1,0,46,1.7,3.6,0
CLM_002690,276,1652.3,0,Severe,1,1,20,1.2,8.5,0
CLM_002691,330,949.92,1,Moderate,1,1,48,0.4,4.3,0
CLM_002692,3,952.85,1,Moderate,0,0,74,7.6,17.6,0
CLM_002693,227,1651.74,0,Moderate,1,1,36,3.7,0.1,0
CLM_002694,1208,5290.4,0,Minor,0,0,41,1.2,32.0,0
CLM_002695,267,416.45,0,Moderate,0,0,58,0.2,5.9,0
CLM_002696,413,1643.08,1,Minor,0,1,45,1.2,8.9,0
CLM_002697,136,2801.17,0,Moderate,0,0,63,0.6,2.0,0
CLM_002698,542,573.32,0,Minor,0,0,50,4.6,3.5,0
CLM_002699,541,44134.53,1,Minor,1,1,58,3.8,8.0,0
CLM_002700,50,1446.700107763731,4,Minor,0,0,15,2.1,7.1,1
CLM_002701,9,2399.5518109202985,1,Severe,0,0,46,6.5,2.0,1
CLM_002702,48,687.14,1,Minor,0,0,28,0.6,2.0,0
CLM_002703,4,109307.71430760197,1,Severe,0,0,39,1.8,5.4,1
CLM_002704,536,6831.9,2,Minor,0,0,51,3.7,13.6,0
CLM_002705,600,731.51,0,Moderate,0,0,41,0.2,2.9,0
CLM_002706,46,15667.56,0,Minor,1,1,33,1.4,2.2,0
CLM_002707,15,6829.4437221512535,4,Minor,0,1,63,2.5,11.3,1
CLM_002708,6,4384.72,1,Moderate,1,0,60,1.4,5.7,0
CLM_002709,126,1778.07,1,Moderate,1,0,24,2.0,2.5,0
CLM_002710,541,968.62,2,Minor,0,1,56,2.8,0.3,0
CLM_002711,266,4947.56,0,Moderate,0,1,47,1.4,6.4,0
CLM_002712,156,1316.02,1,Severe,1,0,48,0.3,2.2,0
CLM_002713,169,45484.8,1,Minor,0,1,68,0.5,0.4,0
CLM_002714,0,444.11,0,Minor,1,0,47,2.2,4.7,0
CLM_002715,130,29858.81,1,Moderate,1,1,55,0.6,2.0,0
CLM_002716,379,2522.54,1,Minor,0,0,48,6.6,2.1,0
CLM_002717,1334,4668.67,1,Total Loss,1,1,48,5.4,3.3,0
CLM_002718,685,10401.83,0,Moderate,0,0,31,1.3,6.3,0
CLM_002719,8,1158.2,0,Moderate,1,1,81,5.3,1.6,0
CLM_002720,835,10898.41,1,Moderate,0,0,-1,2.3,0.4,0
CLM_002721,119,96.81889507843925,2,Moderate,0,0,34,0.5,2.8,1
CLM_002722,0,2987.4650325883067,4,Minor,0,1,37,2.9,0.3,1
CLM_002723,223,745.39,0,Total Loss,1,1,58,3.4,6.0,0
CLM_002724,185,454.75,0,Moderate,0,1,23,0.3,16.0,0
CLM_002725,131,2159.36,0,Minor,0,0,42,1.1,5.4,0
CLM_002726,24,5316.79,0,Moderate,0,1,56,0.0,1.6,0
CLM_002727,94,8552.59,0,Minor,1,1,26,1.1,1.0,0
CLM_002728,103,4278.32,1,Minor,0,0,42,1.2,1.3,0
CLM_002729,21,2957.7184638208546,3,Moderate,0,0,42,3.0,1.3,1
CLM_002730,502,5185.0,1,Moderate,1,1,36,0.7,1.9,0
CLM_002731,234,3591.87,1,Moderate,1,1,45,0.1,0.5,0
CLM_002732,21,12137.85,1,Minor,0,1,38,1.1,11.3,0
CLM_002733,1155,9560.59,0,Moderate,1,1,59,5.2,10.8,0
CLM_002734,1043,3120.39,1,Minor,0,1,52,1.5,4.8,0
CLM_002735,33,1951.924934558233,0,Moderate,1,1,42,1.6,0.3,1
CLM_002736,1732,1119.43,1,Moderate,1,1,45,1.9,8.1,0
CLM_002737,287,1306.77,1,Moderate,0,1,39,4.2,0.3,0
CLM_002738,1201,1857.71,1,Severe,0,1,65,2.0,0.6,0
CLM_002739,28,4456.31,0,Severe,0,0,51,0.3,2.0,0
CLM_002740,166,8714.66,0,Total Loss,0,0,42,0.7,2.8,0
CLM_002741,93,2760.93,0,Total Loss,1,0,51,0.6,2.2,0
CLM_002742,79,3053.94,0,Severe,0,1,73,2.1,0.9,0
CLM_002743,55,3695.83,0,Total Loss,1,0,34,0.1,0.6,0
CLM_002744,355,1374.91,0,Severe,0,0,58,1.0,9.8,0
CLM_002745,554,743.9,0,Severe,1,0,51,2.8,2.3,0
CLM_002746,49,596.2950667035409,4,Minor,1,1,41,1.3,1.2,1
CLM_002747,58,1050.77,0,Minor,1,1,34,3.7,3.3,0
CLM_002748,608,6061.53,0,Severe,0,1,57,1.5,0.2,0
CLM_002749,368,1038.6,1,Moderate,0,0,49,11.6,4.6,0
CLM_002750,179,2086.6,0,Severe,0,0,66,10.1,1.4,0
CLM_002751,409,6000.79,0,Minor,0,0,62,4.8,4.6,0
CLM_002752,109,6509.61,1,Minor,0,0,49,9.3,4.8,0
CLM_002753,41,897.8792040535124,2,Severe,0,1,34,0.7,8.3,1
CLM_002754,2,20072.58844011826,2,Total Loss,1,0,75,4.2,1.3,1
CLM_002755,125,16171.81,1,Minor,0,0,35,1.2,3.1,0
CLM_002756,231,547.42,0,Severe,0,0,57,3.9,16.3,0
CLM_002757,806,866.31,1,Severe,0,0,18,1.4,6.5,0
CLM_002758,448,17794.35,1,Minor,0,0,68,1.0,18.5,0
CLM_002759,23,2391.6,2,Minor,1,0,14,9.6,13.1,0
CLM_002760,58,106.73,1,Minor,0,0,40,0.7,4.7,0
CLM_002761,2,365.21,0,Minor,1,0,29,4.3,1.5,0
CLM_002762,363,2050.72,0,Moderate,0,0,65,3.4,7.1,0
CLM_002763,18,901.5479740223524,0,Minor,1,1,33,1.1,6.0,1
CLM_002764,52,1603.37,1,Minor,0,1,52,1.8,4.4,0
CLM_002765,1156,3129.39,1,Severe,1,0,49,0.5,6.0,0
CLM_002766,275,26725.73,0,Moderate,0,1,23,7.6,4.8,0
CLM_002767,101,1928.16,0,Moderate,0,1,60,10.3,3.7,0
CLM_002768,253,14895.47,1,Minor,0,0,44,4.0,2.7,0
CLM_002769,415,25416.15,1,Severe,1,0,67,5.7,0.2,0
CLM_002770,28,25628.61,1,Severe,1,0,54,0.3,10.0,0
CLM_002771,117,4569.38,0,Moderate,0,0,33,1.5,10.0,0
CLM_002772,600,156.81,1,Total Loss,0,1,41,1.2,4.5,0
CLM_002773,224,5950.54,0,Severe,0,0,41,2.5,1.6,0
CLM_002774,288,14365.72,0,Severe,0,1,56,0.6,0.1,0
CLM_002775,206,2639.64,0,Severe,0,0,56,2.5,0.0,0
CLM_002776,16,40817.89,0,Minor,0,1,34,3.2,0.4,0
CLM_002777,66,10826.48,1,Minor,1,1,59,0.4,2.2,0
CLM_002778,215,6991.22,0,Minor,1,1,51,0.4,1.0,0
CLM_002779,85,15207.91,0,Minor,0,1,55,0.1,1.5,0
CLM_002780,18,4915.04,2,Minor,0,0,52,4.3,6.0,0
CLM_002781,677,70.87,0,Severe,0,1,57,1.2,16.0,0
CLM_002782,1450,1409.92,2,Minor,0,0,31,0.8,1.2,0
CLM_002783,575,17957.3,1,Total Loss,0,1,47,4.5,3.1,0
CLM_002784,701,887.68,0,Moderate,0,0,60,0.5,23.8,0
CLM_002785,101,2131.95,0,Minor,1,0,61,1.7,13.4,0
CLM_002786,1180,621.88,0,Moderate,1,1,61,4.1,2.2,0
CLM_002787,80,43298.96,2,Minor,0,0,31,2.6,1.9,0
CLM_002788,1104,37132.16,0,Total Loss,0,0,76,2.4,1.4,0
CLM_002789,1920,791.71,0,Severe,1,0,71,0.5,0.8,0
CLM_002790,453,3718.02,0,Minor,1,1,32,0.6,3.1,0
CLM_002791,1449,1074.12,0,Total Loss,0,1,40,2.6,2.1,0
CLM_002792,307,7498.19,0,Severe,1,1,55,0.1,6.8,0
CLM_002793,109,6403.02,1,Minor,0,1,34,6.1,1.4,0
CLM_002794,209,10072.44,1,Moderate,0,0,53,1.3,6.7,0
CLM_002795,328,4904.35,1,Moderate,0,0,48,1.6,1.7,0
CLM_002796,27,243557.74,0,Minor,1,1,64,0.9,4.5,0
CLM_002797,355,637.86,1,Severe,0,1,51,6.3,5.1,0
CLM_002798,1450,229.09,0,Minor,0,0,14,3.1,5.6,0
CLM_002799,76,1653.03,0,Moderate,1,0,57,1.8,1.0,0
CLM_002800,574,283.73,0,Minor,1,0,63,2.6,1.7,0
CLM_002801,870,317.76,1,Total Loss,1,0,44,1.4,1.4,0
CLM_002802,2,1488.8948003746516,3,Severe,0,0,47,1.9,4.3,1
CLM_002803,1176,747.49,0,Minor,1,0,47,1.3,0.4,0
CLM_002804,269,712.0,1,Minor,0,0,36,1.6,3.7,0
CLM_002805,1381,6485.53,1,Minor,0,0,82,1.1,0.5,0
CLM_002806,516,1395.09,0,Severe,0,1,33,0.2,2.1,0
CLM_002807,29,5362.857486570767,3,Minor,1,1,58,0.1,5.8,1
CLM_002808,236,11399.78,0,Severe,0,0,58,0.6,2.7,0
CLM_002809,462,944.37,0,Total Loss,1,0,38,0.9,1.6,0
CLM_002810,103,2004.56,1,Moderate,0,1,30,6.6,4.8,0
CLM_002811,2,8619.49818950632,2,Minor,0,0,43,2.8,6.7,1
CLM_002812,400,162.01,0,Minor,0,1,55,9.5,1.5,0
CLM_002813,64,83.32,0,Moderate,0,0,49,1.2,1.8,0
CLM_002814,303,5009.92,1,Moderate,0,1,72,1.5,5.1,0
CLM_002815,539,6235.55,0,Moderate,1,0,36,3.8,16.8,0
CLM_002816,252,65928.77,0,Moderate,1,0,36,2.6,1.2,0
CLM_002817,1,6077.81676044754,0,Minor,0,1,58,2.3,5.3,1
CLM_002818,3,10194.56,0,Severe,0,1,19,2.6,11.9,0
CLM_002819,161,2223.4,4,Minor,0,0,36,2.6,3.1,0
CLM_002820,951,4655.67,0,Moderate,0,1,43,4.4,1.9,0
CLM_002821,94,36347.67,0,Severe,1,0,44,3.3,5.5,0
CLM_002822,367,123.22,1,Minor,0,1,37,9.5,0.2,0
CLM_002823,91,5543.74,0,Severe,0,0,17,8.9,2.2,0
CLM_002824,141,73378.05,0,Severe,0,0,66,1.6,1.5,0
CLM_002825,687,4550.77,0,Moderate,0,1,65,0.1,1.3,0
CLM_002826,476,35449.32,0,Minor,0,0,20,0.0,1.0,0
CLM_002827,10,3181.32881312054,0,Minor,1,0,55,0.4,6.7,1
CLM_002828,204,2841.05,0,Minor,1,0,42,0.2,15.5,0
CLM_002829,10,3134.69,1,Minor,1,0,53,1.4,2.4,0
CLM_002830,83,235.22292749420262,2,Total Loss,0,1,49,0.2,0.3,1
CLM_002831,396,516.84,0,Moderate,0,0,23,2.9,6.3,0
CLM_002832,46,575.18,0,Minor,1,1,57,0.6,3.9,0
CLM_002833,124,10230.2,0,Total Loss,0,0,36,2.2,6.4,0
CLM_002834,185,11028.41,1,Severe,0,0,6,0.3,5.2,0
CLM_002835,919,4846.71,2,Minor,1,0,47,5.3,11.8,0
CLM_002836,1824,10261.5,0,Minor,0,1,21,4.5,0.8,0
CLM_002837,16,2330.35,0,Minor,0,0,62,1.5,0.9,0
CLM_002838,522,18086.07,0,Total Loss,0,0,40,7.2,2.1,0
CLM_002839,169,3020.52,0,Moderate,0,0,46,0.6,3.4,0
CLM_002840,181,3251.25,0,Severe,0,1,52,5.0,13.0,0
CLM_002841,512,2001.42,0,Minor,0,0,46,2.4,11.9,0
CLM_002842,914,8322.15,0,Severe,0,1,36,1.2,10.3,0
CLM_002843,37,4736.497974152654,4,Minor,0,0,61,0.3,1.3,1
CLM_002844,314,12895.67,1,Total Loss,0,0,43,0.6,6.5,0
CLM_002845,161,545.54,1,Total Loss,0,0,28,6.0,2.4,0
CLM_002846,0,1057.397941902878,1,Minor,1,0,50,2.8,13.4,1
CLM_002847,105,8359.38,0,Severe,0,0,43,0.8,1.2,0
CLM_002848,10,6449.2865142044575,4,Severe,0,1,44,2.1,0.8,1
CLM_002849,162,1508.94,2,Total Loss,0,0,46,0.3,9.2,0
CLM_002850,0,30661.814723874308,2,Minor,0,0,45,0.3,6.3,1
CLM_002851,100,1198.84,1,Moderate,0,0,66,7.2,8.6,0
CLM_002852,77,2207.68,1,Severe,0,0,32,1.8,0.9,0
CLM_002853,913,24314.83,0,Severe,0,0,13,1.3,10.8,0
CLM_002854,39,29992.83,1,Minor,1,1,45,8.9,5.7,0
CLM_002855,257,31526.93,1,Severe,0,0,57,1.5,5.3,0
CLM_002856,91,1952.39,0,Minor,0,1,21,1.2,4.4,0
CLM_002857,14,18883.7,1,Severe,0,0,50,1.0,7.2,0
CLM_002858,13,718.07,0,Minor,1,0,23,2.5,2.7,0
CLM_002859,70,764.82,1,Minor,0,0,57,2.5,0.7,0
CLM_002860,735,87.73,0,Moderate,0,0,45,0.0,3.9,0
CLM_002861,121,36654.9,2,Moderate,0,0,31,3.2,6.9,0
CLM_002862,1096,815.69,0,Moderate,0,0,20,4.7,0.8,0
CLM_002863,318,2465.63,2,Moderate,1,0,77,2.9,1.3,0
CLM_002864,209,760.91,0,Minor,1,1,79,6.1,6.0,0
CLM_002865,10,23755.295148955054,1,Minor,0,0,28,1.0,1.6,1
CLM_002866,265,1696.89,1,Severe,0,1,28,0.6,0.9,0
CLM_002867,34,825.0580269823349,2,Minor,0,0,46,3.6,11.0,1
CLM_002868,42,10349.213365719823,5,Moderate,1,1,39,0.6,0.9,1
CLM_002869,158,347.03,0,Moderate,0,0,40,0.3,2.1,0
CLM_002870,819,848.86,2,Total Loss,1,0,49,0.3,2.8,0
CLM_002871,1068,126.43,0,Severe,0,1,73,4.4,3.2,0
CLM_002872,814,352.15,0,Minor,1,0,65,0.1,2.2,0
CLM_002873,198,3896.34,0,Severe,0,0,40,1.0,12.2,0
CLM_002874,553,156.52,2,Total Loss,0,0,55,0.4,5.4,0
CLM_002875,236,323.2,0,Moderate,0,0,17,4.2,2.2,0
CLM_002876,251,2970.38,1,Total Loss,1,1,47,2.1,2.2,0
CLM_002877,83,1318.95,0,Moderate,0,1,41,0.7,3.5,0
CLM_002878,326,59163.2,3,Moderate,0,1,59,4.2,0.2,0
CLM_002879,75,46669.44,0,Minor,1,1,54,4.2,13.1,0
CLM_002880,147,810.88,0,Moderate,0,0,49,2.2,1.3,0
CLM_002881,704,6875.41,0,Minor,0,0,51,1.0,6.0,0
CLM_002882,84,9172.12,1,Minor,0,1,38,2.6,7.5,0
CLM_002883,48,2237.426421176001,2,Minor,1,0,59,8.1,8.8,1
CLM_002884,26,316.3,0,Minor,0,0,51,0.2,0.9,0
CLM_002885,1031,2926.47,1,Minor,0,0,42,0.9,3.8,0
CLM_002886,72,5750.637572024129,4,Moderate,0,1,46,1.0,0.4,1
CLM_002887,192,1550.53,0,Minor,0,0,57,3.0,8.2,0
CLM_002888,607,5787.61,0,Total Loss,1,1,59,3.2,3.3,0
CLM_002889,659,966.72,0,Minor,0,0,39,0.7,0.9,0
CLM_002890,13,1209.2018137585508,1,Moderate,0,0,31,0.7,6.3,1
CLM_002891,431,3510.89,1,Minor,0,1,38,7.9,2.0,0
CLM_002892,538,5318.55,0,Minor,0,1,38,4.2,0.6,0
CLM_002893,59,1223.9959235752133,0,Minor,0,0,46,8.2,3.1,1
CLM_002894,60,11993.69,1,Moderate,0,0,62,5.3,1.3,0
CLM_002895,39,320.563346837349,2,Severe,0,0,37,1.5,15.0,1
CLM_002896,282,1252.42,0,Minor,0,1,50,0.4,2.2,0
CLM_002897,121,2024.32,3,Minor,0,0,42,3.0,4.2,0
CLM_002898,202,1147.87,0,Minor,0,0,45,1.3,14.8,0
CLM_002899,13,1277.18,1,Severe,0,1,49,1.7,2.5,0
CLM_002900,49,49345.99,1,Severe,1,0,63,1.7,2.2,0
CLM_002901,529,831.87,0,Minor,1,0,48,8.3,0.9,0
CLM_002902,0,116056.52,1,Minor,0,1,6,0.2,13.9,0
CLM_002903,196,5742.73,2,Total Loss,0,1,42,0.6,8.1,0
CLM_002904,23,7140.595743093137,5,Minor,0,1,68,2.8,1.2,1
CLM_002905,20,6089.74,1,Moderate,1,0,62,6.5,2.0,0
CLM_002906,1319,132573.39,1,Minor,1,1,56,7.5,12.3,0
CLM_002907,93,671.56,0,Moderate,0,1,62,2.5,3.9,0
CLM_002908,132,555.22,0,Total Loss,0,0,57,0.1,4.1,0
CLM_002909,132,960.74,0,Total Loss,0,1,62,1.4,5.2,0
CLM_002910,95,3128.21,1,Severe,0,0,28,7.5,7.2,0
CLM_002911,92,440.0723190156258,4,Moderate,0,1,44,2.1,14.0,1
CLM_002912,477,3082.54,0,Moderate,0,1,47,3.9,8.1,0
CLM_002913,1243,37809.69,0,Minor,0,1,45,0.9,13.6,0
CLM_002914,92,3741.01,0,Total Loss,0,0,36,0.1,8.6,0
CLM_002915,397,1921.71,0,Severe,1,1,47,2.6,0.2,0
CLM_002916,494,1179.4,0,Moderate,0,0,19,5.4,0.6,0
CLM_002917,688,11473.18,0,Minor,0,1,51,13.9,10.8,0
CLM_002918,200,863.72,0,Moderate,0,1,34,5.6,0.1,0
CLM_002919,131,47552.7,0,Total Loss,0,0,12,2.4,7.9,0
CLM_002920,143,54178.51,0,Moderate,1,0,45,2.8,9.5,0
CLM_002921,455,4381.41,0,Minor,0,1,68,5.2,2.7,0
CLM_002922,619,2929.91,0,Minor,0,0,16,0.1,2.2,0
CLM_002923,73,13988.48,1,Minor,0,1,41,9.1,1.1,0
CLM_002924,88,43056.56283892459,3,Total Loss,0,0,20,2.3,0.3,1
CLM_002925,847,889.81,1,Total Loss,1,1,48,9.1,6.8,0
CLM_002926,599,1353.12,1,Total Loss,0,0,58,4.3,0.4,0
CLM_002927,1529,410.13,1,Severe,0,0,32,0.5,14.5,0
CLM_002928,68,14670.173802273877,0,Moderate,1,1,38,0.5,1.8,1
CLM_002929,6,17374.894925819244,2,Moderate,1,1,42,1.3,7.9,1
CLM_002930,6,962.4445431788184,5,Moderate,0,0,63,0.9,0.3,1
CLM_002931,394,1505.98,0,Severe,0,1,24,1.7,3.8,0
CLM_002932,29,395.09,1,Moderate,0,0,38,2.8,2.1,0
CLM_002933,69,1216.6386495705362,1,Moderate,0,1,68,1.7,0.2,1
CLM_002934,450,6812.58,1,Minor,0,0,34,0.2,5.3,0
CLM_002935,66,992.05,1,Minor,0,0,39,11.1,14.3,0
CLM_002936,553,1898.39,0,Severe,0,0,47,1.7,0.1,0
CLM_002937,15,637.4720386229765,2,Total Loss,0,0,79,5.7,1.6,1
CLM_002938,1110,3946.11,0,Moderate,0,1,28,0.2,6.1,0
CLM_002939,47,4590.848337212392,2,Minor,1,1,56,5.0,10.2,1
CLM_002940,112,998.81,0,Total Loss,0,0,27,0.6,1.1,0
CLM_002941,335,2245.04,0,Severe,1,0,29,3.4,0.4,0
CLM_002942,128,3906.68,2,Moderate,0,1,37,3.3,0.0,0
CLM_002943,457,878.04,0,Moderate,1,0,51,7.2,1.2,0
CLM_002944,519,325.58,1,Moderate,1,0,36,1.2,0.4,0
CLM_002945,39,44728.3,0,Moderate,1,0,46,0.3,2.2,0
CLM_002946,263,1152.96,0,Severe,0,0,34,6.0,2.9,0
CLM_002947,34,6628.701962293236,0,Minor,1,0,46,1.2,3.3,1
CLM_002948,168,13578.73,0,Minor,1,1,25,0.8,0.8,0
CLM_002949,986,593375.55,1,Minor,0,0,25,2.0,3.1,0
CLM_002950,641,460.94,0,Minor,0,1,37,0.5,0.0,0
CLM_002951,43,13817.939595281614,2,Minor,0,0,54,1.1,1.4,1
CLM_002952,457,1031.4,0,Minor,0,0,47,1.5,2.3,0
CLM_002953,226,1328.51,0,Minor,0,0,33,1.0,0.6,0
CLM_002954,926,1012.0,0,Minor,0,1,28,1.8,8.4,0
CLM_002955,432,550.88,0,Minor,1,0,60,1.5,1.1,0
CLM_002956,476,2801.93,0,Minor,0,0,65,4.5,7.0,0
CLM_002957,722,326.44,0,Moderate,1,1,52,7.5,3.2,0
CLM_002958,116,12335.19,0,Moderate,0,0,50,0.3,3.3,0
CLM_002959,600,3237.33,0,Minor,0,1,12,5.2,5.2,0
CLM_002960,79,5617.56,0,Moderate,0,1,53,8.1,0.2,0
CLM_002961,154,1481.36,1,Total Loss,0,0,68,3.5,0.4,0
CLM_002962,149,1718.48,0,Total Loss,1,0,61,16.9,2.0,0
CLM_002963,0,8951.301491572518,1,Minor,0,0,60,1.2,2.7,1
CLM_002964,708,520.05,0,Severe,0,1,20,5.3,2.8,0
CLM_002965,440,1742.39,0,Minor,1,0,34,3.4,5.6,0
CLM_002966,473,821.05,0,Minor,0,1,42,1.2,0.0,0
CLM_002967,301,783.79,2,Minor,1,1,34,3.7,16.0,0
CLM_002968,1072,125.87,1,Minor,0,0,27,2.1,1.0,0
CLM_002969,16,45701.13919359849,0,Moderate,0,1,51,0.6,1.4,1
CLM_002970,174,1064.43,1,Moderate,0,0,59,0.6,11.8,0
CLM_002971,64,17069.77,1,Severe,1,0,24,3.7,0.0,0
CLM_002972,563,14811.93,0,Minor,0,1,60,3.7,23.7,0
CLM_002973,483,433.11,1,Minor,1,0,48,2.3,0.2,0
CLM_002974,177,582.53,0,Minor,1,0,69,2.1,0.6,0
CLM_002975,9,138795.16,0,Minor,0,1,56,0.6,1.4,0
CLM_002976,666,41208.05,0,Total Loss,0,1,46,1.7,2.9,0
CLM_002977,4,2843.3,2,Severe,1,0,47,6.2,3.7,0
CLM_002978,443,4385.5,0,Total Loss,0,1,45,5.8,0.6,0
CLM_002979,1283,1157.17,1,Moderate,0,0,72,3.2,0.4,0
CLM_002980,210,5701.75,0,Moderate,0,1,54,17.8,0.2,0
CLM_002981,97,1016.61,0,Minor,1,1,39,6.7,1.5,0
CLM_002982,445,141.38,1,Moderate,1,0,53,0.5,12.7,0
CLM_002983,620,410.62,0,Moderate,0,0,51,1.5,2.5,0
CLM_002984,288,3076.78,0,Severe,0,1,38,0.4,7.2,0
